default|BSC|BSC
default|Result_Time|Result_Time
default|Obj_Name|Obj_Name
default|LAC|LAC
default|CI|CI
default|TARGET_CI|TARGET_CI
1275071433|1278085454|CELLCELL_OUT_CELL_HO_REQ_TIMES_DL_QUALITY
1275071433|1278085455|CELLCELL_OUT_CELL_HO_REQ_TIMES_UL_RXL
1275071433|1278085456|CELLCELL_OUT_CELL_HO_REQ_TIMES_DL_RXL
1275071433|1278085457|CELLCELL_OUT_CELL_HO_REQ_TIMES_TA
1275071433|1278085458|CELLCELL_OUT_CELL_HO_REQ_TIMES_LOAD
1275071433|1278085459|CELLCELL_OUT_CELL_HO_REQ_TIMES_MSC_INTERVENTION
1275071433|1278085460|CELLCELL_OUT_CELL_HO_REQ_TIMES_OM_INTERVENTION
1275071433|1278085461|CELLCELL_OUT_CELL_HO_REQ_TIMES_BETTER_CELL
1275071433|1278085462|CELLCELL_OUT_CELL_HO_REQ_TIMES_RAPID_LEVEL_DROP
1275071433|1278085463|CELLCELL_OUT_CELL_HO_REQ_TIMES_DR
1275071433|1278085464|CELLCELL_OUT_CELL_HO_REQ_TIMES_OTHER
1275071433|1278085465|CELLCELL_OUT_CELL_HO_SUCC_TIMES_UL_QUALITY
1275071433|1278085466|CELLCELL_OUT_CELL_HO_SUCC_TIMES_DL_QUALITY
1275071433|1278085467|CELLCELL_OUT_CELL_HO_SUCC_TIMES_UL_RXL
1275071433|1278085468|CELLCELL_OUT_CELL_HO_SUCC_TIMES_DL_RXL
1275071433|1278085469|CELLCELL_OUT_CELL_HO_SUCC_TIMES_TA
1275071433|1278085470|CELLCELL_OUT_CELL_HO_SUCC_TIMES_LOAD
1275071433|1278085471|CELLCELL_OUT_CELL_HO_SUCC_TIMES_MSC_INTERVENTION
1275071433|1278085472|CELLCELL_OUT_CELL_HO_SUCC_TIMES_OM_INTERVENTION
1275071433|1278085473|CELLCELL_OUT_CELL_HO_SUCC_TIMES_BETTER_CELL
1275071433|1278085474|CELLCELL_OUT_CELL_HO_SUCC_TIMES_RAPID_LEVEL_DROP
1275071433|1278085475|CELLCELL_OUT_CELL_HO_SUCC_TIMES_DR
1275071433|1278085476|CELLCELL_OUT_CELL_HO_SUCC_TIMES_OTHER
1275071433|1278085477|CELLCELL_OUT_CELL_HO_FAIL_RECONN_SUCC_TIMES
1275071433|1278085478|CELLCELL_OUT_CELL_HO_FAIL_RECONN_FAIL_TIMES
1275071434|1278086433|CELL_HO_UL_LEV
1275071434|1278086434|CELL_HO_UL_LEV_AVG
1275071434|1278086435|CELL_HO_UL_QLTY
1275071434|1278086436|CELL_HO_UL_QLTY_AVG
1275071434|1278086437|CELL_HO_UL_LEV_OLCELL_ULCELL
1275071434|1278086438|CELL_HO_DL_LEV_OLCELL_ULCELL
1275071434|1278086439|CELL_HO_UL_LEV_ULCELL_OLCELL
1275071434|1278086440|CELL_HO_DL_LEV_ULCELL_OLCELL
1275071434|1278086441|CELL_HO_UL_LEV_OLCELL_ULCELL_AVG
1275071434|1278086442|CELL_HO_DL_LEV_OLCELL_ULCELL_AVG
1275071434|1278086443|CELL_HO_UL_LEV_ULCELL_OLCELL_AVG
1275071434|1278086444|CELL_HO_DL_LEV_ULCELL_OLCELL_AVG
1275071434|1278086445|CELL_HO_TA_OLCELL_ULCELL
1275071434|1278086446|CELL_HO_TA_ULCELL_OLCELL
1275071434|1278086447|CELL_HO_TA_OLCELL_ULCELL_AVG
1275071434|1278086448|CELL_HO_TA_ULCELL_OLCELL_AVG
1275071434|1278086449|CELL_EDGE_HO_UL_LEV
1275071434|1278086450|CELL_EDGE_HO_DL_LEV
1275071434|1278086451|CELL_EDGE_HO_UL_LEV_AVG
1275071434|1278086452|CELL_EDGE_HO_DL_LEV_AVG
1275071435|1278087417|CELL_KPI_IMM_ASS_REQ
1275071435|1278087418|CELL_KPI_IMM_ASS_CMD
1275071435|1278087419|CELL_KPI_SD_REQ
1275071435|1278087420|CELL_KPI_SD_CONGEST
1275071435|1278087421|CELL_KPI_SD_SUCC
1275071435|1278087422|CELL_KPI_SD_TRAF_ERL
1275071435|1278087423|CELL_KPI_SD_AVAIL_NUM
1275071435|1278087424|CELL_KPI_SD_CFG_NUM
1275071435|1278087425|CELL_KPI_TCH_REQ_SIG
1275071435|1278087426|CELL_KPI_TCH_CONG_SIG
1275071435|1278087427|CELL_KPI_TCH_SUCC_SIG
1275071435|1278087428|CELL_KPI_TCH_DROPS_SIG
1275071435|1278087429|CELL_KPI_TCH_TRAF_ERL_SIG
1275071435|1278087430|CELL_KPI_TCH_ASS_REQ_TRAF
1275071435|1278087431|CELL_KPI_TCH_ASS_CONG_TRAF
1275071435|1278087432|CELL_KPI_TCH_ASS_SUCC_TRAF
1275071435|1278087433|CELL_KPI_TCH_STATIC_DROPS_TRAF
1275071435|1278087434|CELL_KPI_TCH_HO_REQ_TRAF
1275071435|1278087435|CELL_KPI_TCH_HO_CONGEST_TRAF
1275071435|1278087436|CELL_KPI_TCH_HO_SUCC_TRAF
1275071435|1278087437|CELL_KPI_TCH_HO_DROPS_TRAF
1275071435|1278087438|CELL_KPI_TCH_TRAF_ERL_TRAF
1275071435|1278087439|CELL_KPI_TCH_AVAIL_NUM
1275071435|1278087440|CELL_KPI_TCH_CFG_NUM
1275071435|1278087441|CELL_KPI_DUBAND_HO_REQ
1275071435|1278087442|CELL_KPI_DUBAND_HO_SUCC
1275071435|1278087443|CELL_TCH_OVERFLOW_RATE
1275071435|1278087444|CELL_TCH_SEIZ_SUCC_RATE
1275071435|1278087445|CELL_KPI_TCHH_TRAF_ERL
1275071435|1278087446|CELL_TRX_CFG_AVAIL_RATE
1275071435|1278087447|CELL_KPI_TCH_SUCC
1275071435|1278087448|CELL_KPI_TCH_CONGESTION_RATE
1275071435|1278087449|CELL_KPI_DUBAND_HO_FAIL
1275071435|1278087450|CELL_KPI_TCH_SUCC_SIG_TCHH
1275071435|1278087451|CELL_KPI_TCH_SUCC_SIG_TCHF
1275071435|1278087452|CELL_KPI_TCH_ASS_SUCC_TRAF_TCHH
1275071435|1278087453|CELL_KPI_TCH_ASS_SUCC_TRAF_TCHF
1275071435|1278087454|CELL_KPI_TCH_HO_SUCC_TRAF_TCHH
1275071435|1278087455|CELL_KPI_TCH_HO_SUCC_TRAF_TCHF
1275071437|1278089417|CELL_LOCALSWITCH_LOOP_CALL_DETECT
1275071437|1278089418|CELL_LOCALSWITCH_LOOP_START_TRY
1275071437|1278089419|CELL_LOCALSWITCH_LOOP_FAIL_NO_LOOP_POLICY
1275071437|1278089420|CELL_LOCALSWITCH_LOOP_FAIL_SVR_ADJUST_FAIL
1275071437|1278089421|CELL_LOCALSWITCH_LOOP_FAIL_INVALID_STATE
1275071437|1278089422|CELL_LOCALSWITCH_LOOP_FAIL_BTS_FAIL
1275071437|1278089423|CELL_LOCALSWITCH_LOOP_FAIL_APPLY_TRSL_FAIL
1275071437|1278089424|CELL_LOCALSWITCH_LOOP_FAIL_EXP
1275071437|1278089425|CELL_LOCALSWITCH_LOOP_FAIL_BTS_NOT_SUPPORT
1275071437|1278089426|CELL_LOCALSWITCH_LOOP_FAIL_OTHER
1275071437|1278089427|CELL_LOCALSWITCH_BTSLOOP_HO_BTS_LOOP_FAIL
1275071437|1278089432|CELL_LOCALSWITCH_BTSLOOP_SUCCESS
1275071437|1278089434|CELL_LOCALSWITCH_BTSLOOP_HO_BTSLOOP_SUCCESS
1275071437|1278089437|CELL_LOOP_START_FAIL
1275071437|1278089439|CELL_LOCALSWITCH_RESTORE_TRY_BTS_LOOP
1275071437|1278089441|CELL_LOCALSWITCH_LOOP_RESTORE_APPLY_TRSL_FAIL_BTS_LOOP
1275071437|1278089443|CELL_LOCALSWITCH_LOOP_RESTORE_OTHER_FAIL_BTS_LOOP
1275071437|1278089445|CELL_BTS_LOOP_RESTORE_FAIL
1275071437|1278089447|CELL_BTS_LOOP_RESTORE_SUCC
1275071437|1278089449|CELL_BTS_LOOP_RESTORE_RATE
1275071437|1278089452|CELL_CALL_DROPS_BTSLOOP_FAIL_APPLY_TRSL_FAIL
1275071437|1278089453|CELL_CALL_DROPS_BTSLOOP_FAIL_BTS_FAIL
1275071437|1278089454|CELL_CALL_DROPS_BTSLOOP_FAIL_OTHER
1275071437|1278089455|CELL_CALL_DROPS_LOOP_FAIL_EXP
1275071437|1278089456|CELL_LOOP_START_FAIL_DROPS
1275071437|1278089457|CELL_CALL_DROPS_LOOP_HO_FAIL
1275071437|1278089459|CELL_CALL_DROPS_CONN_FAIL_BTS_LOOP
1275071437|1278089461|CELL_CALL_DROPS_ERR_IND_BTS_LOOP
1275071437|1278089463|CELL_CALL_DROPS_REL_IND_BTS_LOOP
1275071437|1278089465|CELL_CALL_DROPS_NO_MR_BTS_LOOP
1275071437|1278089467|CELL_CALL_DROPS_FORCE_HO_BTS_LOOP
1275071437|1278089469|CELL_CALL_DROPS_ABIS_LNK_FAIL_BTS_LOOP
1275071437|1278089471|CELL_CALL_DROPS_EQUIP_FAIL_BTS_LOOP
1275071437|1278089473|CELL_TRAF_CH_STATIC_STATE_CALL_DROPS_BTS_LOOP
1275071437|1278089475|CELL_CALL_DROPS_LOOP_RESTORE_APPLY_TRSL_FAIL_BTS_LOOP
1275071437|1278089477|CELL_CALL_DROPS_LOOP_RESTORE_OTHER_FAIL_BTS_LOOP
1275071437|1278089478|CELL_LOOP_RESTORE_FAIL_DROPS
1275071437|1278089479|CELL_LOOP_DROPS
1275071437|1278089484|CELL_CALL_DROPS_BTSLOOP_FAIL_APPLY_TRSL_FAIL_TCHF
1275071437|1278089485|CELL_CALL_DROPS_BTSLOOP_FAIL_APPLY_TRSL_FAIL_TCHH
1275071437|1278089486|CELL_CALL_DROPS_BTSLOOP_FAIL_BTS_FAIL_TCHF
1275071437|1278089487|CELL_CALL_DROPS_BTSLOOP_FAIL_BTS_FAIL_TCHH
1275071437|1278089488|CELL_CALL_DROPS_BTSLOOP_FAIL_OTHER_TCHF
1275071437|1278089489|CELL_CALL_DROPS_BTSLOOP_FAIL_OTHER_TCHH
1275071437|1278089490|CELL_CALL_DROPS_LOOP_FAIL_TIMEOUT_TCHF
1275071437|1278089491|CELL_CALL_DROPS_LOOP_FAIL_TIMEOUT_TCHH
1275071437|1278089492|CELL_CALL_DROPS_LOOP_HO_FAIL_TCHF
1275071437|1278089493|CELL_CALL_DROPS_LOOP_HO_FAIL_TCHH
1275071437|1278089496|CELL_CALL_DROPS_LOOP_RESTORE_APPLY_TRSL_FAIL_TIMES_BTS_LOOP_TCHF
1275071437|1278089497|CELL_CALL_DROPS_LOOP_RESTORE_APPLY_TRSL_FAIL_TIMES_BTS_LOOP_TCHH
1275071437|1278089500|CELL_CALL_DROPS_LOOP_RESTORE_OTHER_FAIL_TIMES_BTS_LOOP_TCHF
1275071437|1278089501|CELL_CALL_DROPS_LOOP_RESTORE_OTHER_FAIL_TIMES_BTS_LOOP_TCHH
1275071437|1278089502|CELL_LOCALSWITCH_LOOP_FAIL_SERVICE
1275071437|1278089504|CELL_LOCALSWITCH_RESTORE_TRY_BTS_LOOP_SERVICE
1275071437|1278089506|CELL_LOCALSWITCH_LOOP_RESTORE_FAIL_BTS_LOOP_SERVICE
1275071437|1278089508|CELL_CALL_DROPS_LOOP_RESTORE_FAIL_BTS_LOOP_SERVICE
1275071438|1278090437|CELL_SD_CALL_DROPS_CALL
1275071438|1278090438|CELL_SD_UM_CALL_DROPS_CALL
1275071438|1278090439|CELL_SD_SUCC_CALL
1275071438|1278090441|CELL_SD_CALL_DROPS_TA
1275071438|1278090442|CELL_SD_CALL_DROPS_RCV_LEVEL
1275071438|1278090443|CELL_SD_CALL_DROPS_QUAL
1275071438|1278090444|CELL_SD_CALL_DROPS_OTHER
1275071439|1278091417|CELL_INTERRAN_TDD_INCELL_HO_REQ_SD
1275071439|1278091418|CELL_INTERRAN_TDD_INCELL_HO_REQ_TCH
1275071439|1278091419|CELL_INTERRAN_TDD_INCELL_HO_REQ_ACK_SD
1275071439|1278091420|CELL_INTERRAN_TDD_INCELL_HO_REQ_ACK_TCHF
1275071439|1278091421|CELL_INTERRAN_TDD_INCELL_HO_REQ_ACK_TCHH
1275071439|1278091422|CELL_INTERRAN_TDD_INCELL_HO_FAIL_SD
1275071439|1278091423|CELL_INTERRAN_TDD_INCELL_HO_FAIL_TCHF
1275071439|1278091424|CELL_INTERRAN_TDD_INCELL_HO_FAIL_TCHH
1275071439|1278091425|CELL_INTERRAN_TDD_INCELL_HO_FAIL_INVALID_CONTENTS
1275071439|1278091426|CELL_INTERRAN_TDD_INCELL_HO_FAIL_CONG_SD
1275071439|1278091427|CELL_INTERRAN_TDD_INCELL_HO_FAIL_CONG_TCH
1275071439|1278091428|CELL_INTERRAN_TDD_INCELL_HO_FAIL_NO_CIC
1275071439|1278091429|CELL_INTERRAN_TDD_INCELL_HO_FAIL_CIC_ALLOC
1275071439|1278091430|CELL_INTERRAN_TDD_INCELL_HO_FAIL_APPLY_TRSL_FAIL
1275071439|1278091431|CELL_INTERRAN_TDD_INCELL_HO_FAIL_MSC_CLR_CMD
1275071439|1278091432|CELL_INTERRAN_TDD_INCELL_HO_FAIL_EXP_SD
1275071439|1278091433|CELL_INTERRAN_TDD_INCELL_HO_FAIL_EXP_TCH_SIG
1275071439|1278091434|CELL_INTERRAN_TDD_INCELL_HO_FAIL_EXP_TCH_TRAF_CH
1275071439|1278091435|CELL_INTERRAN_TDD_INCELL_HO_REQ
1275071439|1278091436|CELL_INTERRAN_TDD_INCELL_HO_SUCC
1275071439|1278091437|CELL_INTERRAN_TDD_INCELL_HO_SUCC_RATE
1275071439|1278091438|CELL_INTERRAN_TDD_INCELL_HO_REQ_ACK
1275071439|1278091439|CELL_INTERRAN_TDD_INCELL_HO_FAIL
1275071439|1278091440|CELL_INTERRAN_TDD_INCELL_HO_FAIL_EXP
1275071439|1278091441|CELL_INTERRAN_TDD_INCELL_HO_FAIL_NO_SPEECH_VER
1275071440|1278092417|CELL_INTERRAN_TDD_OUTCELL_HO_REQ_NOT_INCLUDE_DR_SD
1275071440|1278092418|CELL_INTERRAN_TDD_OUTCELL_HO_REQ_TCHF
1275071440|1278092419|CELL_INTERRAN_TDD_OUTCELL_HO_REQ_TCHH
1275071440|1278092420|CELL_INTERRAN_TDD_OUTCELL_HO_CMD_NOT_INCLUDE_DR_SD
1275071440|1278092421|CELL_INTERRAN_TDD_OUTCELL_HO_CMD_TCHF
1275071440|1278092422|CELL_INTERRAN_TDD_OUTCELL_HO_CMD_TCHH
1275071440|1278092423|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_NOT_INCLUDE_DR_SD
1275071440|1278092424|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_TCHF
1275071440|1278092425|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_TCHH
1275071440|1278092426|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_ABNORM_REL_UNS
1275071440|1278092427|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_ABNORM_REL_CHN
1275071440|1278092428|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_ABNORM_REL_T_E
1275071440|1278092429|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_ABNORM_REL_NO_ACT
1275071440|1278092430|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_PREEMPT_RLS
1275071440|1278092431|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_HO_TA
1275071440|1278092432|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_NO_CH_MODE
1275071440|1278092433|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_FREQ
1275071440|1278092434|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_CALL_CLR
1275071440|1278092435|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_SEMANT
1275071440|1278092436|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_INV_MAN
1275071440|1278092437|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_MSG_TYPE_NEXISTENT
1275071440|1278092438|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_MSG_TYPE_NOT_COMPATIBLE
1275071440|1278092439|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_CONDITION_IE_ERR
1275071440|1278092440|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_NO_CA
1275071440|1278092441|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_PROTOCL
1275071440|1278092442|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MS_RPT_OTHER
1275071440|1278092443|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_OM_INTERVENTION
1275071440|1278092444|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_EQUIP_FAIL
1275071440|1278092445|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_NO_RADIO_RES
1275071440|1278092446|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_REQ_NO_TER_RES
1275071440|1278092447|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_BSS_NOT_EQUIP
1275071440|1278092448|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_INVAILD_CELL
1275071440|1278092449|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_REQ_TRANSC_UNAIVL
1275071440|1278092450|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_CIR_POOL_MISMATCH
1275071440|1278092451|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_REQ_NO_SV
1275071440|1278092452|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_CIPH_ALG_NOT_SUPT
1275071440|1278092453|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_TER_CIR_ALRDY_ALLOC
1275071440|1278092454|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_INVAILD_MSG
1275071440|1278092455|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_PROTOCOL_ERR
1275071440|1278092456|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_HO_REJ_OTHER
1275071440|1278092457|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_CLR_CMD_RADIO_INTF_MSG_FAIL
1275071440|1278092458|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_CLR_CMD_RADIO_INTF_FAIL
1275071440|1278092459|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_CLR_CMD_OM_INTERVENTION
1275071440|1278092460|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_CLR_CMD_EQUIP_FAIL
1275071440|1278092461|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_CLR_CMD_PREEMPTION
1275071440|1278092462|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_CLR_CMD_INVALID_MSG
1275071440|1278092463|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_CLR_CMD_PROTOCOL_ERR
1275071440|1278092464|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_CLR_CMD_OTHER
1275071440|1278092465|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_A_INTERF_FAIL
1275071440|1278092466|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_T7_EXP
1275071440|1278092467|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_T8_EXP
1275071440|1278092468|CELL_INTERRAN_TDD_OUTCELL_HO_REQ
1275071440|1278092469|CELL_INTERRAN_TDD_OUTCELL_HO_SUCC
1275071440|1278092470|CELL_INTERRAN_TDD_OUTCELL_HO_SUCC_RATE
1275071440|1278092471|CELL_INTERRAN_TDD_OUTCELL_HO_CMD
1275071440|1278092472|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL
1275071440|1278092473|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_RECONN_SUCC
1275071440|1278092474|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_REQ_REJ
1275071440|1278092475|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_MSC_CLR
1275071440|1278092476|CELL_SUPPORT_TDD_MS_NUM
1275071440|1278092477|CELL_SUPPORT_FDD_MS_NUM
1275071440|1278092478|CELL_INTERRAN_TDD_OUTCELL_HO_REQ_DR_SD
1275071440|1278092479|CELL_INTERRAN_TDD_OUTCELL_HO_CMD_DR_SD
1275071440|1278092480|CELL_INTERRAN_TDD_OUTCELL_HO_FAIL_DR_SD
1275071441|1278093417|CELL_TRX_CFG_NUM
1275071441|1278093418|CELL_TRX_CFG_AVAIL_NUM
1275071443|1278095417|CELL_CALL_DROP_AMRFR_CAll_FAIL
1275071443|1278095418|CELL_CALL_DROP_AMRHR_CAll_FAIL
1275071443|1278095419|CELL_CALL_SPEECH_VER_1_REQ_TCHF
1275071443|1278095420|CELL_CALL_SPEECH_VER_2_REQ_TCHF
1275071443|1278095421|CELL_CALL_SPEECH_VER_3_REQ_TCHF
1275071443|1278095422|CELL_CALL_SPEECH_VER_1_REQ_TCHH
1275071443|1278095423|CELL_CALL_SPEECH_VER_2_REQ_TCHH
1275071443|1278095424|CELL_CALL_SPEECH_VER_3_REQ_TCHH
1275071443|1278095425|CELL_CALL_SPEECH_VER_REQ_TOTAL
1275071443|1278095432|CELL_CALL_OCCUPY_SUCC_TCHF_SIG
1275071443|1278095433|CELL_CALL_OCCUPY_SUCC_TCHF_AMR
1275071443|1278095434|CELL_CALL_HO_OCCUPY_SUCC_TCHF_AMR
1275071443|1278095435|CELL_CALL_OCCUPY_SUCC_TCHH_SIG
1275071443|1278095436|CELL_CALL_OCCUPY_SUCC_TCHH_AMR
1275071443|1278095437|CELL_CALL_HO_OCCUPY_SUCC_TCHH_AMR
1275071443|1278095438|CELL_CALL_DROP_CALL_RATE_TCHF_AMR
1275071443|1278095439|CELL_CALL_DROP_CALL_RATE_TCHH_AMR
1275071531|1278183417|CELL_SPT_PHASEI_CALL_NUM
1275071531|1278183418|CELL_SPT_PHASEII_CALL_NUM
1275071531|1278183419|CELL_SPT_R99LATER_CALL_NUM
1275071531|1278183420|CELL_SPT_CECS_CALL_NUM
1275071531|1278183421|CELL_SPT_A5_1_CALL_NUM
1275071531|1278183422|CELL_SPT_A5_2_CALL_NUM
1275071531|1278183423|CELL_SPT_A5_3_CALL_NUM
1275071531|1278183424|CELL_SPT_A5_4_CALL_NUM
1275071531|1278183425|CELL_SPT_A5_5_CALL_NUM
1275071531|1278183426|CELL_SPT_A5_6_CALL_NUM
1275071531|1278183427|CELL_SPT_A5_7_CALL_NUM
1275071531|1278183428|CELL_SPT_MT_SMS_CALL_NUM
1275071531|1278183431|CELL_SPT_P_GSM_CALL_NUM
1275071531|1278183432|CELL_SPT_E_GSM_CALL_NUM
1275071531|1278183433|CELL_SPT_R_GSM_CALL_NUM
1275071531|1278183434|CELL_SPT_DCS1800_CALL_NUM
1275071531|1278183435|CELL_SPT_PCS1900_CALL_NUM
1275071531|1278183436|CELL_SPT_GSM850_CALL_NUM
1275071531|1278183437|CELL_SPT_GSM480_CALL_NUM
1275071531|1278183438|CELL_SPT_GSM450_CALL_NUM
1275071531|1278183439|CELL_SPT_TDD_CALL_NUM
1275071531|1278183440|CELL_SPT_FDD_CALL_NUM
1275071531|1278183441|CELL_SPT_CDMA2000_CALL_NUM
1275071531|1278183442|CELL_SPT_GERAN_P1_CALL_NUM
1275071531|1278183443|CELL_SPT_GERAN_P2_CALL_NUM
1275071531|1278183444|CELL_SPT_SAIC_CALL_NUM
1275071531|1278183445|CELL_SPT_RPTACCH_CALL_NUM
1275071531|1278183446|CELL_SPT_DTM_CALL_NUM
1275071531|1278183447|CELL_SPT_E_DTM_CALL_NUM
1275071532|1278184417|CELL_SPEECH_NORMAL_DISC_TIMES
1275071532|1278184418|CELL_SPEECH_BAD_QUAL_DISC_TIMES
1275071533|1278185417|CELL_LCS_REQ
1275071533|1278185418|CELL_LCS_SUCC
1275071533|1278185419|CELL_LCS_FAIL
1275071533|1278185420|CELL_LCS_FAIL_INVALID_MSG
1275071533|1278185421|CELL_LCS_FAIL_TIMEOUT
1275071533|1278185422|CELL_LCS_FAIL_METHOD_NOT_SUPPORT
1275071533|1278185423|CELL_LCS_FAIL_MS_UNREACHABLE
1275071533|1278185424|CELL_LCS_FAIL_ABORT
1275071533|1278185425|CELL_LCS_FAIL_NOT_SUPPORT
1275071533|1278185426|CELL_LCS_FAIL_INTER_BSC_HO
1275071533|1278185427|CELL_LCS_FAIL_CONGESTION
1275071533|1278185428|CELL_LCS_FAIL_OTHER
1275071533|1278185429|CELL_LCS_RESET
1275071617|1278269428|CELL_SIG_CH_MR_NUM_OLCELL
1275071617|1278269430|CELL_TRAF_CH_MR_NUM_OLCELL
1275071617|1278269431|CELL_TRAF_CH_TRAF_ULCELL
1275071617|1278269432|CELL_TRAF_CH_TRAF_OLCELL
1275071617|1278269435|CELL_TRAF_CH_TRAF
1275071617|1278269451|CELL_FR_EMR_NUM
1275071617|1278269452|CELL_HR_EMR_NUM
1275071617|1278269453|CELL_DL_MR_NUM
1275071617|1278269454|CELL_MR_WEAK_COVERAGE_NUM
1275071617|1278269455|CELL_MR_OVER_COVERAGE_NUM
1275071617|1278269456|CELL_MR_COVERAGE_NUM
1275071617|1278269457|CELL_MR_WEAK_COVERAGE_RATE
1275071617|1278269458|CELL_MR_OVER_COVERAGE_RATE
1275071617|1278269459|CELL_SCELL_MR_NUM
1275071618|1278270417|TRX_CH_IN_INTFR1_NUM_SD
1275071618|1278270418|TRX_CH_IN_INTFR2_NUM_SD
1275071618|1278270419|TRX_CH_IN_INTFR3_NUM_SD
1275071618|1278270420|TRX_CH_IN_INTFR4_NUM_SD
1275071618|1278270421|TRX_CH_IN_INTFR5_NUM_SD
1275071618|1278270422|TRX_CH_IN_INTFR1_NUM_FR
1275071618|1278270423|TRX_CH_IN_INTFR2_NUM_FR
1275071618|1278270424|TRX_CH_IN_INTFR3_NUM_FR
1275071618|1278270425|TRX_CH_IN_INTFR4_NUM_FR
1275071618|1278270426|TRX_CH_IN_INTFR5_NUM_FR
1275071618|1278270427|TRX_CH_IN_INTFR1_NUM_HR
1275071618|1278270428|TRX_CH_IN_INTFR2_NUM_HR
1275071618|1278270429|TRX_CH_IN_INTFR3_NUM_HR
1275071618|1278270430|TRX_CH_IN_INTFR4_NUM_HR
1275071618|1278270431|TRX_CH_IN_INTFR5_NUM_HR
1275071618|1278270432|TRX_CH_UP_INTFR_IND_NUM_SD
1275071618|1278270433|TRX_CH_DOWN_INTFR_IND_NUM_SD
1275071618|1278270434|TRX_CH_UP_INTFR_IND_NUM_TCH
1275071618|1278270435|TRX_CH_DOWN_INTFR_IND_NUM_TCH
1275071618|1278270436|TRX_INTFR_SAMPLE_NUM
1275071618|1278270437|TRX_CH_IN_INTFR1_AVR_NUM_SD
1275071618|1278270438|TRX_CH_IN_INTFR2_AVR_NUM_SD
1275071618|1278270439|TRX_CH_IN_INTFR3_AVR_NUM_SD
1275071618|1278270440|TRX_CH_IN_INTFR4_AVR_NUM_SD
1275071618|1278270441|TRX_CH_IN_INTFR5_AVR_NUM_SD
1275071618|1278270442|TRX_CH_IN_INTFR1_AVR_NUM_FR
1275071618|1278270443|TRX_CH_IN_INTFR2_AVR_NUM_FR
1275071618|1278270444|TRX_CH_IN_INTFR3_AVR_NUM_FR
1275071618|1278270445|TRX_CH_IN_INTFR4_AVR_NUM_FR
1275071618|1278270446|TRX_CH_IN_INTFR5_AVR_NUM_FR
