default|BSC|BSC
default|Result_Time|Result_Time
default|Obj_Name|Obj_Name
default|LAC|LAC
default|CI|CI
default|TARGET_CI|TARGET_CI
1275071821|1278473445|CELL_CH_BUSY_NUM_HR_TRAF_1800_AVR
1275071821|1278473446|CELL_CH_BLOCK_NUM_SD_AVR
1275071821|1278473447|CELL_CH_BLOCK_NUM_FR_AVR
1275071821|1278473448|CELL_CH_BLOCK_NUM_HR_AVR
1275071821|1278473449|CELL_CH_IDLE_NUM_SD_AVR
1275071821|1278473450|CELL_CH_IDLE_NUM_FR_AVR
1275071821|1278473451|CELL_CH_IDLE_NUM_HR_AVR
1275071821|1278473452|CELL_CH_BUSY_NUM_TRAF_OLCELL_AVR
1275071821|1278473453|CELL_CH_BUSY_NUM_TRAF_ULCELL_AVR
1275071821|1278473454|CELL_CH_BUSY_NUM_SD_AVR
1275071821|1278473455|CELL_CH_BUSY_NUM_FR_SIG_AVR
1275071821|1278473456|CELL_CH_BUSY_NUM_HR_SIG_AVR
1275071821|1278473457|CELL_CH_BUSY_NUM_FR_TRAF_AVR
1275071821|1278473458|CELL_CH_BUSY_NUM_HR_TRAF_AVR
1275071821|1278473467|CELL_SD_CH_TRAF_ERL_SPEECH
1275071821|1278473468|CELL_SD_CH_TRAF_ERL_SMS
1275071821|1278473469|CELL_SD_CH_TRAF_ERL_USSD
1275071821|1278473470|CELL_SD_CH_TRAF_ERL_NOT_CERTAIN
1275071821|1278473471|CELL_SIG_CH_TRAF_SD
1275071821|1278473472|CELL_SIG_CH_TRAF_TCH
1275071821|1278473473|CELL_RATIO_CALL_DROP
1275071821|1278473476|CELL_CHAN_BUSY_NUM_TCHF_AMR_TRAF_AVE
1275071821|1278473477|CELL_CHAN_BUSY_NUM_TCHH_AMR_TRAF_AVE
1275071821|1278473478|CELL_CHAN_BUSY_NUM_TCH
1275071821|1278473479|CELL_CHAN_BUSY_NUM_BCCH_TCH
1275071821|1278473480|CELL_CHAN_BUSY_NUM_NONE_BCCH_TCH
1275071821|1278473481|CELL_CHAN_AVAIL_NUM_TCH
1275071821|1278473482|CELL_CHAN_AVAIL_NUM_BCCH_TCH
1275071821|1278473483|CELL_CHAN_AVAIL_NUM_NONE_BCCH_TCH
1275071821|1278473484|CELL_CHAN_BUSY_NUM_TCH_RATE
1275071821|1278473485|CELL_CHAN_BUSY_NUM_BCCH_TCH_RATE
1275071821|1278473486|CELL_CHAN_BUSY_NUM_NONE_BCCH_TCH_RATE
1275071822|1278474417|CELL_IMM_ASS_CH_ALLOC_REQ_TIMES_SD
1275071822|1278474418|CELL_IMM_ASS_CH_ALLOC_REQ_TIMES_FR
1275071822|1278474419|CELL_IMM_ASS_CH_ALLOC_REQ_TIMES_HR
1275071822|1278474420|CELL_IMM_ASS_CH_ALLOC_REQ_TIMES_TCH
1275071822|1278474421|CELL_ASS_CH_ALLOC_REQ_TIMES_FR
1275071822|1278474422|CELL_ASS_CH_ALLOC_REQ_TIMES_HR
1275071822|1278474423|CELL_ASS_CH_ALLOC_REQ_TIMES_TCH
1275071822|1278474424|CELL_INTRACELL_HO_CH_ALLOC_REQ_TIMES_SD
1275071822|1278474425|CELL_INTRACELL_HO_CH_ALLOC_REQ_TIMES_FR
1275071822|1278474426|CELL_INTRACELL_HO_CH_ALLOC_REQ_TIMES_HR
1275071822|1278474427|CELL_INTRACELL_HO_CH_ALLOC_REQ_TIMES_TCH
1275071822|1278474428|CELL_INTRABSC_INCELL_HO_CH_ALLOC_REQ_TIMES_SD
1275071822|1278474429|CELL_INTRABSC_INCELL_HO_CH_ALLOC_REQ_TIMES_FR
1275071822|1278474430|CELL_INTRABSC_INCELL_HO_CH_ALLOC_REQ_TIMES_HR
1275071822|1278474431|CELL_INTRABSC_INCELL_HO_CH_ALLOC_REQ_TIMES_TCH
1275071822|1278474432|CELL_INTERBSC_INCELL_HO_CH_ALLOC_REQ_TIMES_SD
1275071822|1278474433|CELL_INTERBSC_INCELL_HO_CH_ALLOC_REQ_TIMES_FR
1275071822|1278474434|CELL_INTERBSC_INCELL_HO_CH_ALLOC_REQ_TIMES_HR
1275071822|1278474435|CELL_INTERBSC_INCELL_HO_CH_ALLOC_REQ_TIMES_TCH
1275071822|1278474436|CELL_CH_ALLOC_REQ_TIMES_SD
1275071822|1278474437|CELL_CH_ALLOC_REQ_TIMES_FR
1275071822|1278474438|CELL_CH_ALLOC_REQ_TIMES_HR
1275071822|1278474439|CELL_CH_ALLOC_REQ_TIMES_TCH
1275071822|1278474440|CELL_PCU_REQ_DYPDCH_TIMES
1275071822|1278474441|CELL_PCU_REQ_DYPDCH_SUCC_TIMES
1275071822|1278474442|CELL_REQ_PDCH_BACK_TIMES
1275071822|1278474443|CELL_REQ_PDCH_BACK_FAILED_TIMES
1275071822|1278474444|CELL_ABIS_ALLOC_REQ_TIMES_FR
1275071822|1278474445|CELL_ABIS_ALLOC_REQ_TIMES_HR
1275071822|1278474446|CELL_ABIS_ALLOC_REQ_TIMES_PDCH
1275071822|1278474447|CELL_FLEXABIS_OVERFLOW_TIMES
1275071822|1278474449|CELL_RADIORES_OVERFLOW_TIMES
1275071822|1278474450|CELL_IMM_ASS_CHAN_ALLOC_FAIl_TIMES_NO_USABLE_CHAN_TCH
1275071822|1278474452|CELL_DTM_CHAN_ALLOC_REQ_TIMES
1275071822|1278474453|CELL_DTM_CHAN_ALLOC_SUCC_TIMES_TCHF
1275071822|1278474454|CELL_DTM_CHAN_ALLOC_SUCC_TIMES_TCHH
1275071823|1278475417|TRX_IMM_ASS_CH_ALLOC_SUCC_TIMES_SD
1275071823|1278475418|TRX_IMM_ASS_CH_ALLOC_SUCC_TIMES_FR
1275071823|1278475419|TRX_IMM_ASS_CH_ALLOC_SUCC_TIMES_HR
1275071823|1278475420|TRX_ASS_CH_ALLOC_SUCC_TIMES_FR
1275071823|1278475421|TRX_ASS_CH_ALLOC_SUCC_TIMES_HR
1275071823|1278475422|TRX_INTRACELL_HO_CH_ALLOC_SUCC_TIMES_SD
1275071823|1278475423|TRX_INTRACELL_HO_CH_ALLOC_SUCC_TIMES_FR
1275071823|1278475424|TRX_INTRACELL_HO_CH_ALLOC_SUCC_TIMES_HR
1275071823|1278475425|TRX_INTRABSC_INCELL_HO_CH_ALLOC_SUCC_TIMES_SD
1275071823|1278475426|TRX_INTRABSC_INCELL_HO_CH_ALLOC_SUCC_TIMES_FR
1275071823|1278475427|TRX_INTRABSC_INCELL_HO_CH_ALLOC_SUCC_TIMES_HR
1275071823|1278475428|TRX_INTERBSC_INCELL_HO_CH_ALLOC_SUCC_TIMES_SD
1275071823|1278475429|TRX_INTERBSC_INCELL_HO_CH_ALLOC_SUCC_TIMES_FR
1275071823|1278475430|TRX_INTERBSC_INCELL_HO_CH_ALLOC_SUCC_TIMES_HR
1275071823|1278475431|TRX_CH_ALLOC_SUCC_TIMES_SD
1275071823|1278475432|TRX_CH_ALLOC_SUCC_TIMES_FR
1275071823|1278475433|TRX_CH_ALLOC_SUCC_TIMES_HR
1275071823|1278475434|TRX_CH_ALLOC_SUCC_TIMES_TCH
1275071824|1278476417|CELL_IMM_ASS_CH_ALLOC_FAIL_TIMES_SD
1275071824|1278476418|CELL_IMM_ASS_CH_ALLOC_FAIL_TIMES_FR
1275071824|1278476419|CELL_IMM_ASS_CH_ALLOC_FAIL_TIMES_HR
1275071824|1278476420|CELL_ASS_CH_ALLOC_FAIL_TIMES_FR
1275071824|1278476421|CELL_ASS_CH_ALLOC_FAIL_TIMES_HR
1275071824|1278476422|CELL_INTRACELL_HO_CH_ALLOC_FAIL_TIMES_SD
1275071824|1278476423|CELL_INTRACELL_HO_CH_ALLOC_FAIL_TIMES_FR
1275071824|1278476424|CELL_INTRACELL_HO_CH_ALLOC_FAIL_TIMES_HR
1275071824|1278476425|CELL_INTRABSC_INCELL_HO_CH_ALLOC_FAIL_TIMES_SD
1275071824|1278476426|CELL_INTRABSC_INCELL_HO_CH_ALLOC_FAIL_TIMES_FR
1275071824|1278476427|CELL_INTRABSC_INCELL_HO_CH_ALLOC_FAIL_TIMES_HR
1275071824|1278476428|CELL_INTERBSC_INCELL_HO_CH_ALLOC_FAIL_TIMES_SD
1275071824|1278476429|CELL_INTERBSC_INCELL_HO_CH_ALLOC_FAIL_TIMES_FR
1275071824|1278476430|CELL_INTERBSC_INCELL_HO_CH_ALLOC_FAIL_TIMES_HR
1275071824|1278476431|CELL_CH_ALLOC_FAIL_TIMES_SD
1275071824|1278476432|CELL_CH_ALLOC_FAIL_TIMES_FR
1275071824|1278476433|CELL_CH_ALLOC_FAIL_TIMES_HR
1275071824|1278476434|CELL_CH_ALLOC_FAIL_TIMES_TCH
1275071824|1278476435|CELL_ABIS_ALLOC_FAIL_TIMES_FR
1275071824|1278476436|CELL_ABIS_ALLOC_FAIL_TIMES_HR
1275071824|1278476437|CELL_ABIS_ALLOC_FAIL_TIMES_PDCH
1275071824|1278476438|CELL_RATE_SD_CONG
1275071824|1278476439|CELL_TCH_ALLOC_FAIL_TIMES_PWR_OVERLOAD
1275071825|1278477417|CELL_CH_ALLOC_REQ_TIMES_ONLY_ULCELL
1275071825|1278477418|CELL_CH_ALLOC_REQ_TIMES_ONLY_OLCELL
1275071825|1278477419|CELL_CH_ALLOC_REQ_TIMES_PREF_ULCELL
1275071825|1278477420|CELL_CH_ALLOC_REQ_TIMES_PREF_OLCELL
1275071825|1278477421|CELL_ASS_TRAF_CH_ALLOC_REQ_TIMES_PREF_ULCELL
1275071825|1278477422|CELL_ASS_TRAF_CH_ALLOC_REQ_TIMES_PREF_OLCELL
1275071825|1278477423|CELL_INTRABSC_INCELL_HO_CH_ALLOC_REQ_TIMES_TCH_PREF_ULCELL
1275071825|1278477424|CELL_INTRABSC_INCELL_HO_CH_ALLOC_REQ_TIMES_TCH_PREF_OLCELL
1275071825|1278477425|CELL_INTERBSC_INCELL_HO_CH_ALLOC_REQ_TIMES_TCH_PREF_ULCELL
1275071825|1278477426|CELL_INTERBSC_INCELL_HO_CH_ALLOC_REQ_TIMES_TCH_PREF_OLCELL
1275071825|1278477427|CELL_ASS_CH_OVERFLOW_TIMES_TCH_PREF_ULCELL
1275071825|1278477428|CELL_ASS_CH_OVERFLOW_TIMES_TCH_PREF_OLCELL
1275071825|1278477429|CELL_INTRABSC_INCELL_HO_CH_OVERFLOW_TIMES_TCH_PREF_ULCELL
1275071825|1278477430|CELL_INTRABSC_INCELL_HO_CH_OVERFLOW_TIMES_TCH_PREF_OLCELL
1275071825|1278477431|CELL_INTERBSC_INCELL_HO_CH_OVERFLOW_TIMES_TCH_PREF_ULCELL
1275071825|1278477432|CELL_INTERBSC_INCELL_HO_CH_OVERFLOW_TIMES_TCH_PREF_OLCELL
1275071825|1278477433|CELL_CH_OVERFLOW_TIMES_ULCELL_TRAF_CH
1275071825|1278477434|CELL_CH_OVERFLOW_TIMES_OLCELL_TRAF_CH
1275071825|1278477435|CELL_CH_OVERFLOW_TIMES_ULCELL_SIG_CH
1275071825|1278477436|CELL_CH_OVERFLOW_TIMES_OLCELL_SIG_CH
1275071825|1278477437|CELL_CH_OVERFLOW_TIMES_ULCELL_FR
1275071825|1278477438|CELL_CH_OVERFLOW_TIMES_OLCELL_FR
1275071825|1278477439|CELL_CH_OVERFLOW_TIMES_ULCELL_HR
1275071825|1278477440|CELL_CH_OVERFLOW_TIMES_OLCELL_HR
1275071825|1278477441|CELL_ULCELL_TO_OLCELL_HO_OLCELL_OVERFLOW_TIMES
1275071825|1278477442|CELL_OLCELL_TO_ULCELL_HO_ULCELL_OVERFLOW_TIMES
1275071826|1278478417|CELL_QUEUE_LIST_MAX_LEN
1275071826|1278478418|CELL_QUEUE_LIST_TOTAL_LEN
1275071826|1278478419|CELL_QUEUE_SAMPLE_NUM
1275071826|1278478420|CELL_QUEUE_WAITING_TOTAL_TIME
1275071826|1278478421|CELL_QUEUE_OVERFLOW_NOT_INTO_QUEUE_TIMES
1275071826|1278478422|CELL_QUEUE_REQ_TIMES
1275071826|1278478423|CELL_QUEUE_FAIL_TIMES_PREEMPTION
1275071826|1278478424|CELL_QUEUE_FAIL_TIMES_TIMEOUT
1275071826|1278478425|CELL_QUEUE_FAIL_TIMES_DYNADJ_TIMEOUT
1275071826|1278478426|CELL_QUEUE_LIST_LEN_AVR
1275071826|1278478427|CELL_QUEUE_WAITING_TIME_AVR
1275071826|1278478428|CELL_QUEUE_FAIL_TIMES
1275071828|1278480417|CELL_PWR_OVERLOAD_TIMES
1275071828|1278480418|CELL_PWR_OVERLOAD_HO_REQ_TIMERS
1275071831|1278483417|CELL_ICB_DUR
1275072017|1278669563|BSCRPT_TRX_IMM_ASS_CHAN_ALLOC_SUCC_TIMES_TCHF
1275072017|1278669564|BSCRPT_TRX_IMM_ASS_CHAN_ALLOC_SUCC_TIMES_TCHH
1275072017|1278669565|BSCRPT_TRX_ASS_CHAN_ALLOC_SUCC_TIMES_TCHF
1275072017|1278669566|BSCRPT_TRX_ASS_CHAN_ALLOC_SUCC_TIMES_TCHH
1275072017|1278669567|BSCRPT_TRX_INTRACELL_HO_CHAN_ALLOC_SUCC_TIMES_TCHF
1275072017|1278669568|BSCRPT_TRX_INTRACELL_HO_CHAN_ALLOC_SUCC_TIMES_TCHH
1275072017|1278669569|BSCRPT_TRX_INTRABSC_INTO_CELL_HO_CHAN_ALLOC_SUCC_TIMES_TCHF
1275072017|1278669570|BSCRPT_TRX_INTRABSC_INTO_CELL_HO_CHAN_ALLOC_SUCC_TIMES_TCHH
1275072017|1278669571|BSCRPT_TRX_INTERBSC_INTO_CELL_HO_CHAN_ALLOC_SUCC_TIMES_TCHF
1275072017|1278669572|BSCRPT_TRX_INTERBSC_INTO_CELL_HO_CHAN_ALLOC_SUCC_TIMES_TCHH
1275072017|1278669573|BSCRPT_ASS_REQ_SIG_SDCCH
1275072017|1278669574|BSCRPT_IMM_ASS_CHAN_ALLOC_FAIl_TIMES_NO_USABLE_CHAN_TCH
1275072018|1278670473|BSCRPT_KPI_IMM_ASS_REQ
1275072018|1278670475|BSCRPT_KPI_IMM_ASS_CMD
1275072018|1278670476|BSCRPT_KPI_SD_REQ
1275072018|1278670477|BSCRPT_KPI_SD_CONG
1275072018|1278670478|BSCRPT_KPI_SD_SUCC
1275072018|1278670480|BSCRPT_SD_CALL_DROPS
1275072018|1278670482|BSCRPT_KPI_SD_TRAF_ERL
1275072018|1278670486|BSCRPT_KPI_SD_AVAIL_NUM
1275072018|1278670490|BSCRPT_KPI_SD_CFG_NUM
1275072018|1278670491|BSCRPT_KPI_TCH_REQ_TIMES_SIG
1275072018|1278670492|BSCRPT_KPI_TCH_CONGEST_TIMES_SIG
1275072018|1278670493|BSCRPT_KPI_TCH_SUCC_TIMES_SIG
1275072018|1278670504|BSCRPT_KPI_TCH_DROPS_SIG
1275072018|1278670506|BSCRPT_KPI_TCH_TRAF_ERL_SIG
1275072018|1278670507|BSCRPT_ASS_REQ
1275072018|1278670508|BSCRPT_KPI_TCH_ASS_REQ_TRAF
1275072018|1278670509|BSCRPT_KPI_TCH_ASS_CONG_TRAF
1275072018|1278670510|BSCRPT_ASS_SUCC
1275072018|1278670511|BSCRPT_KPI_TCH_ASS_SUCC_TRAF
1275072018|1278670521|BSCRPT_TRAF_CH_CALL_DROP
1275072018|1278670522|BSCRPT_TCH_TRAF_CH_CALL_DROP
1275072018|1278670523|BSCRPT_KPI_TCH_HO_REQ_TRAF
1275072018|1278670524|BSCRPT_KPI_TCH_HO_CONG_TRAF
1275072018|1278670525|BSCRPT_KPI_TCH_HO_SUCC_TRAF
1275072018|1278670526|BSCRPT_A_CLR_REQ_TCH_TRAF_HO
1275072018|1278670532|BSCRPT_KPI_TCH_TRAF_ERL_TRAF
1275072018|1278670540|BSCRPT_KPI_TCH_AVAIL_NUM
1275072018|1278670548|BSCRPT_KPI_TCH_CFG_NUM
1275072018|1278670551|BSCRPT_IMM_ASS_SUCC
1275072018|1278670552|BSCRPT_RATE_RANDOM_ACC_SUCC
1275072018|1278670553|BSCRPT_RATE_ASS_SUCC
1275072018|1278670554|BSCRPT_RATE_SD_CONG
1275072018|1278670555|BSCRPT_RATE_SD_CALL_DROP
1275072018|1278670556|BSCRPT_RATE_SD_AVAIL
1275072018|1278670557|BSCRPT_RATE_TCH_CONG
1275072018|1278670558|BSCRPT_RATE_TCH_CALL_DROP
1275072018|1278670559|BSCRPT_RATE_TCH_TRAF_CALL_DROP
1275072018|1278670560|BSCRPT_RATE_TCH_AVAIL
1275072018|1278670561|BSCRPT_RATE_IMM_ASS_SUCC
1275072019|1278671417|BSCRPT_CONFIG_CONFIGNUM
1275072019|1278671418|BSCRPT_CONFIG_AVAILNUM
1275072019|1278671419|BSCRPT_CONFIG_AVAILRATE
1275072019|1278671420|BSCRPT_KPI_TCHH_TRAF_ERL
1275072019|1278671421|BSCRPT_TCHH_TRAF_ERL_NO_EARLIEST_ASSIGN
1275072019|1278671422|BSCRPT_TCHF_TRAF_ERL_NO_EARLIEST_ASSIGN
1275072021|1278673424|BSCRPT_CM_SERV_REJ_CONG
1275072021|1278673425|BSCRPT_CM_SERV_REJ_NET_FAIL
1275072021|1278673426|BSCRPT_CM_SERV_REJ_MS_ILLEGAL
1275072021|1278673427|BSCRPT_CM_SERV_REJ_OTHERS
1275072021|1278673428|BSCRPT_CH_REQ_MOC_AVG
1275072021|1278673429|BSCRPT_CH_REQ_PACKET_CALL_AVG
1275072021|1278673430|BSCRPT_PAGING_CS_ABIS
1275072021|1278673431|BSCRPT_ESTB_IND_MTC_ABIS
1275072021|1278673432|BSCRPT_CCCH_LOAD_PCH_OVERLOAD_ABIS
1275072021|1278673433|BSCRPT_CCCH_LOAD_RACH_OVERLOAD_ABIS
1275072021|1278673434|BSCRPT_PAGING_PS_ABIS
1275072021|1278673435|BSCRPT_OVERLOAD_PACKET_SERV_ABIS
1275072021|1278673436|BSCRPT_CH_REQ_PACKET_CALL_TOTAL
1275072021|1278673437|BSCRPT_IMM_ASS_CMD_PACKET_SERV_TOTAL
1275072021|1278673438|BSCRPTL_UP_Pt_to_Pt_SMS_SD
1275072021|1278673439|BSCRPT_DOWN_Pt_to_Pt_SMS_SD
1275072021|1278673440|BSCRPT_UP_Pt_to_Pt_SMS_TCH
1275072021|1278673441|BSCRPT_DOWN_Pt_to_Pt_SMS_TCH
1275072021|1278673442|BSCRPT_UP_Pt_to_Pt_SMS
1275072021|1278673443|BSCRPT_DOWN_Pt_to_Pt_SMS
1275072021|1278673444|BSCRPT_Pt_to_Pt_SMS_SD
1275072021|1278673445|BSCRPT_Pt_to_Pt_SMS_TCH
1275072021|1278673446|BSCRPT_SPT_TDD_CALL_NUM
1275072021|1278673447|BSCRPT_SPT_FDD_CALL_NUM
1275072021|1278673448|BSCRPT_MS_SPT_TDD_TO_FDD_RATE
1275072021|1278673449|BSCRPT_SDCCH_SUCC_TIMES_SPEECH
1275072021|1278673450|BSCRPT_SPT_PHASEI_CALL_NUM
1275072021|1278673451|BSCRPT_SPT_PHASEII_CALL_NUM
1275072021|1278673452|BSCRPT_SPT_R99LATER_CALL_NUM
1275072021|1278673453|BSCRPT_SPT_CECS_CALL_NUM
1275072021|1278673454|BSCRPT_SPT_A5_1_CALL_NUM
1275072021|1278673455|BSCRPT_SPT_A5_2_CALL_NUM
1275072021|1278673456|BSCRPT_SPT_A5_3_CALL_NUM
1275072021|1278673457|BSCRPT_SPT_A5_4_CALL_NUM
1275072021|1278673458|BSCRPT_SPT_A5_5_CALL_NUM
1275072021|1278673459|BSCRPT_SPT_A5_6_CALL_NUM
1275072021|1278673460|BSCRPT_SPT_A5_7_CALL_NUM
1275072021|1278673461|BSCRPT_SPT_MT_SMS_CALL_NUM
1275072021|1278673464|BSCRPT_SPT_P_GSM_CALL_NUM
1275072021|1278673465|BSCRPT_SPT_E_GSM_CALL_NUM
1275072021|1278673466|BSCRPT_SPT_R_GSM_CALL_NUM
1275072021|1278673467|BSCRPT_SPT_DCS1800_CALL_NUM
1275072021|1278673468|BSCRPT_SPT_PCS1900_CALL_NUM
1275072021|1278673469|BSCRPT_SPT_GSM850_CALL_NUM
1275072021|1278673470|BSCRPT_SPT_GSM480_CALL_NUM
1275072021|1278673471|BSCRPT_SPT_GSM450_CALL_NUM
1275072021|1278673472|BSCRPT_SPT_CDMA2000_CALL_NUM
1275072021|1278673473|BSCRPT_SPT_GERAN_P1_CALL_NUM
1275072021|1278673474|BSCRPT_SPT_GERAN_P2_CALL_NUM
1275072021|1278673475|BSCRPT_SPT_SAIC_CALL_NUM
1275072021|1278673476|BSCRPT_SPT_RPTACCH_CALL_NUM
1275072021|1278673477|BSCRPT_SPT_DTM_CALL_NUM
1275072021|1278673478|BSCRPT_SPT_E_DTM_CALL_NUM
1275072023|1278675417|BSCRPT_ASS_FAIL_INVALID_STATE
1275072023|1278675418|BSCRPT_ASS_FAIL_INVALID_MSG_CONTENTS
1275072023|1278675445|BSCRPT_TOTALCELL_ASS_FAIL_INVALID_STATE
1275072023|1278675446|BSCRPT_TOTALCELL_ASS_FAIL_NO_CIC
1275072023|1278675447|BSCRPT_TOTALCELL_ASS_FAIL_CIC_ALLOC
1275072023|1278675448|BSCRPT_TOTALCELL_ASS_FAIL_Frst_APPLY_TRSL_FAIL
1275072023|1278675449|BSCRPT_TOTALCELL_ASS_FAIL_RECONN_SUCC_APPLY_TRSL_FAIL
1275072023|1278675450|BSCRPT_TOTALCELL_ASS_FAIL_Frst_ASS_EXP
1275072023|1278675451|BSCRPT_TOTALCELL_ASS_FAIL_MSC_CLR_CMD
1275072023|1278675452|BSCRPT_TOTALCELL_CHMD_CH_ACT_NACK_TCHF
1275072023|1278675453|BSCRPT_TOTALCELL_CHMD_CH_ACT_EXP_TCHF
1275072025|1278677417|BSCRPT_CONN_TCHF_TRAF
1275072025|1278677418|BSCRPT_CONN_TCHH_TRAF
1275072025|1278677419|BSCRPT_CALL_DROPS_AFTER_CONN_TCHF_TRAF
1275072025|1278677420|BSCRPT_CALL_DROPS_AFTER_CONN_TCHH_TRAF
1275072025|1278677443|BSCRPT_TOTAL_CELL_CONN_TRAF
1275072025|1278677444|BSCRPT_TOTAL_CELL_CALL_DROPS_AFTER_CONN_TRAF
1275072025|1278677445|BSCRPT_TOTAL_CELL_CALL_DROPS_ERR_IND_TCH
1275072025|1278677446|BSCRPT_TOTAL_CELL_CALL_DROPS_CONN_FAIL_TCH
1275072025|1278677447|BSCRPT_TOTAL_CELL_CALL_DROPS_REL_IND_TCH
1275072025|1278677448|BSCRPT_TOTAL_CELL_CALL_DROPS_ABIS_LNK_FAIL_TCH
1275072025|1278677449|BSCRPT_TOTAL_CELL_CALL_DROPS_FORCE_HO_TCH
1275072025|1278677450|BSCRPT_TOTAL_CELL_CALL_DROPS_OTHER_TCH
1275072025|1278677464|BSCRPT_TOTAL_CELL_CALL_DROPS_CONN_FAIL_SIG_TCH
1275072025|1278677465|BSCRPT_TOTAL_CELL_CALL_DROPS_CONN_FAIL_TRAF_TCH
1275072047|1278699491|BSCRPT_INTRACELL_HO_FAIL_RECONN_FAIL
1275072047|1278699492|BSCRPT_INTRACELL_HO_FAIL_RECONN_SUCC
1275072047|1278699493|BSCRPT_INTRABSC_OUTCELL_HO_FAIL_RECONN_FAIL
1275072047|1278699494|BSCRPT_INTRABSC_OUTCELL_HO_FAIL_RECONN_SUCC
1275072047|1278699495|BSCRPT_INTERBSC_OUTCELL_HO_FAIL_RECONN_FAIL
1275072047|1278699496|BSCRPT_INTERBSC_OUTCELL_HO_FAIL_RECONN_SUCC
1275072047|1278699497|BSCRPT_INTERRAN_OUTCELL_HO_FAIL_T8_EXP
1275072047|1278699498|BSCRPT_INTERRAN_OUTCELL_HO_FAIL_RECONN_SUCC
1275072047|1278699499|BSCRPT_INTERBSC_INCELL_HO_FAIL_CONTENTS_INVALID
1275072047|1278699500|BSCRPT_INTERBSC_INCELL_HO_FAIL_CONG
1275072047|1278699501|BSCRPT_INTERBSC_INCELL_HO_FAIL_NO_CIC
1275072047|1278699502|BSCRPT_INTERBSC_INCELL_HO_FAIL_CIC_AVAIL
1275072047|1278699503|BSCRPT_INTERBSC_INCELL_HO_FAIL_APPLY_TRSL_FAIL
1275072047|1278699504|BSCRPT_INTERBSC_INCELL_HO_FAIL_TIEMER_OUT
1275072047|1278699505|BSCRPT_INTERBSC_INCELL_HO_FAIL_MSC_CLEAR_CMD
1275072047|1278699506|BSCRPT_INTERBSC_INCELL_HO_CH_ACT_NACK
1275072047|1278699507|BSCRPT_INTERBSC_INCELL_HO_CH_ACT_EXP
1275072047|1278699526|BSCRPT_INTERRAN_OUTCELL_HO_FAIL_T8_EXP_TDD
1275072047|1278699527|BSCRPT_INTERRAN_OUTCELL_HO_FAIL_RECONN_SUCC_TDD
1275072048|1278700443|BSCRPT_HO_REQ_UL_QLTY
1275072048|1278700444|BSCRPT_HO_REQ_DL_QLTY
1275072048|1278700445|BSCRPT_HO_REQ_UL_RXL
1275072048|1278700446|BSCRPT_HO_REQ_DL_RXL
1275072048|1278700447|BSCRPT_HO_REQ_TA
1275072048|1278700448|BSCRPT_HO_REQ_BETTER_CELL
1275072048|1278700449|BSCRPT_HO_REQ_LOAD
1275072048|1278700450|BSCRPT_HO_REQ_RAPID_LEV_DROP
1275072048|1278700451|BSCRPT_HO_REQ_MSC_INTERVENTION
1275072048|1278700452|BSCRPT_HO_REQ_OM_INTERVENTION
1275072048|1278700453|BSCRPT_HO_REQ_OTHER
1275072048|1278700454|BSCRPT_HO_REQ_U2O
1275072048|1278700455|BSCRPT_HO_REQ_O2U
1275072048|1278700456|BSCRPT_HO_REQ_AMR
1275072048|1278700457|BSCRPT_HO_REQ_DR
1275072049|1278701445|BSCRPT_HO_SUCC_UL_QLTY
1275072049|1278701446|BSCRPT_HO_SUCC_DL_QLTY
1275072049|1278701447|BSCRPT_HO_SUCC_UL_RXL
1275072049|1278701448|BSCRPT_HO_SUCC_DL_RXL
1275072049|1278701449|BSCRPT_HO_SUCC_TA
1275072049|1278701450|BSCRPT_HO_SUCC_BETTER_CELL
1275072049|1278701451|BSCRPT_HO_SUCC_LOAD
1275072049|1278701452|BSCRPT_HO_SUCC_RAPID_LEV_DROP
1275072049|1278701453|BSCRPT_HO_SUCC_MSC_INTERVENTION
1275072049|1278701454|BSCRPT_HO_SUCC_OM_INTERVENTION
1275072049|1278701455|BSCRPT_HO_SUCC_OTHER
1275072049|1278701456|BSCRPT_HO_SUCC_ULCELL_OLCELL
1275072049|1278701457|BSCRPT_HO_SUCC_OLCELL_ULCELL
1275072049|1278701458|BSCRPT_HO_SUCC_AMR
1275072049|1278701459|BSCRPT_HO_SUCC_DR
1275072050|1278702417|BSCRPT_INTRABSC_INTERCELL_HO_REQ_900_1800
1275072050|1278702418|BSCRPT_INTRABSC_INTERCELL_HO_REQ_1800_900
1275072050|1278702419|BSCRPT_INTRABSC_INTERCELL_HO_SUCC_900_1800
1275072050|1278702420|BSCRPT_INTRABSC_INTERCELL_HO_SUCC_1800_900
1275072050|1278702421|BSCRPT_INBSC_HO_REQ_900_1800
1275072050|1278702422|BSCRPT_INBSC_HO_REQ_1800_900
1275072050|1278702423|BSCRPT_INBSC_HO_SUCC_900_1800
1275072050|1278702424|BSCRPT_INBSC_HO_SUCC_1800_900
1275072050|1278702425|BSCRPT_OUTBSC_HO_REQ_900_1800
1275072050|1278702426|BSCRPT_OUTBSC_HO_REQ_1800_900
1275072050|1278702427|BSCRPT_OUTBSC_HO_SUCC_900_1800
1275072050|1278702428|BSCRPT_OUTBSC_HO_SUCC_1800_900
1275072051|1278703564|BSCRPT_INTERBSC_INCELL_HO_REQ_ACK
1275072051|1278703565|BSCRPT_INTRABSC_INCELL_HO_REQ_ACK
